support,itemsets
0.392338,olarak
0.332991,sonra
0.330939,olan
0.302548,dedi
0.293997,ilgili
0.292287,tarafından
0.270053,ardından
0.267488,olduğu
0.260475,etti
0.25962,yapılan
0.250727,gelen
0.247819,üzerine
0.242518,olduğunu
0.236532,söyledi
0.233282,bulunan
0.231743,önce
0.218745,eden
