support,itemsets
0.295031,olan
0.28882,olarak
0.285714,gelen
0.270186,yapılan
0.263975,sonra
0.254658,tarafından
0.253106,ardından
0.242236,üzerine
0.232919,olay
0.232919,kişi
0.225155,bulunan
0.220497,ekipleri
0.215839,olduğu
0.212733,yaşındaki
0.204969,polis
0.203416,saat
0.201863,ilgili
