support,itemsets
0.203182,yer
0.208206,tarafından
0.208349,devam
0.208921,oldu
0.209659,yapılan
0.210778,yeni
0.212683,eden
0.21485,önce
0.221852,ardından
0.228401,ilgili
0.23926,olduğu
0.243689,büyük
0.245332,söyledi
0.252405,etti
0.256644,son
0.257311,ilk
0.267741,olduğunu
0.294127,sonra
0.306225,dedi
0.363641,olan
0.400957,olarak
