support,itemsets
0.361708,olarak
0.321429,olduğunu
0.307197,olan
0.283566,olduğu
0.277121,söyledi
0.269871,etti
0.254028,ifade
0.252685,dedi
0.246509,sonra
0.241139,tarafından
0.229323,yaptığı
0.229055,yapılan
0.218851,başkanı
0.218314,ilgili
0.217508,büyük
0.211869,ardından
0.207035,açıklamada
0.204619,son
0.203276,yeni
0.201396,önce
