support,itemsets
0.384415,ilk
0.328999,son
0.321296,olarak
0.308292,olan
0.274682,takım
0.271782,sonra
0.270781,oldu
0.26808,etti
0.260678,spor
0.257677,iyi
0.254376,dedi
0.252376,teknik
0.236271,maç
0.236271,ardından
0.235871,büyük
0.23317,yaptığı
0.218866,maçında
0.213764,yer
0.211363,eden
0.209963,devam
0.207262,maçta
0.206662,maçı
0.204161,futbol
0.203261,söyledi
0.202761,konuştu
0.202461,sezon
